condition,phase,family,metric_horizon,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_raw,energy_E_post,funding_z,funding_g,funding_income,support_s,debt_charge,debt_level_pre,debt_level_post,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0,eval_return_end_mean_cp,eval_csr_cp,eval_dbar_end_cp,eval_checkpoint_flag
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,0,1.0,1,16,1.0,0.20033348,0.20033348,1.0198445,0.09553345,0.10033345,0.0048,0.0,0.0,0.0,-27.822407,26.0,2.243703,0.74790096,0.14999999,0.0,100,0.15827316,-0.0007797356,54.49582,1.6092963,27.231037,1.0,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,1,0.0,1,16,0.20033348,0.2998591,0.2998591,1.0235324,0.094725646,0.099525645,0.0048,0.0,0.0,0.0,-27.152159,26.000002,2.2518163,0.75060546,0.18400002,0.0,125,0.1822992,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,2,0.0,1,16,0.2998591,0.39748144,0.39748144,1.0323476,0.09282233,0.09762233,0.0048,0.0,0.0,0.0,-26.749813,26.000002,2.27121,0.75707,0.192,0.0,125,0.14827728,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,3,0.0,1,16,0.39748144,0.5017955,0.5017955,1.0021156,0.09951404,0.10431404,0.0048,0.0,0.0,0.0,-27.654545,26.000002,2.2046983,0.73489946,0.18400002,0.0,125,0.15874274,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,4,0.0,1,16,0.5017955,0.60411406,0.60411406,1.0109125,0.0975186,0.1023186,0.0048,0.0,0.0,0.0,-26.599823,26.000002,2.224052,0.74135065,0.2,0.0,125,0.16218036,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,5,0.0,1,16,0.60411406,0.6975963,0.6975963,1.0521634,0.08868224,0.09348224,0.0048,0.0,0.0,0.0,-27.81245,26.000002,2.3148055,0.77160186,0.16000001,0.0,125,0.15794943,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,6,0.0,1,16,0.6975963,0.80239373,0.80239373,1.0000112,0.09999742,0.10479742,0.0048,0.0,0.0,0.0,-26.59634,26.000002,2.2000685,0.7333562,0.15200001,0.0,125,0.14385514,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,7,0.0,1,16,0.80239373,0.91175574,0.91175574,0.98062605,0.10456202,0.10936202,0.0048,0.0,0.0,0.0,-25.327854,26.000002,2.1574204,0.7191402,0.17600001,0.0,125,0.13592395,,,,,,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,8,1.0,2,32,0.91175574,0.10963314,0.10963314,1.0311558,0.09307738,0.097877376,0.0048,0.0,0.0,0.0,-26.932974,26.000002,2.268588,0.756196,0.18400002,0.0,125,0.15580872,-0.00026438347,46.994324,1.6086901,23.480812,1.0,,,,0
enabled_full__support__t4m__a1p00__c0p90,extension_full,support,long4m,1.0,0.9,58,9,0.0,2,32,0.10963314,0.20628324,0.20628324,1.0369203,0.09185011,0.09665011,0.0048,0.0,0.0,0.0,-27.78177,26.000002,2.2812703,0.7604234,0.104,0.0,125,0.16422722,,,,,,,,,0
