seed,late_window_updates,rho_seed,active_seed,late_update_count_seed,active_blocks_seed,sustained_active_seed,bursty_only_seed,late_mean_energy_E_post,final_energy_E_post,late_mean_depr_F_post,final_depr_F_post,late_mean_funding_g,final_funding_g,late_mean_episode_return_end_mean,final_episode_return_end_mean,late_mean_update_counter,final_update_counter,alpha,family
30,313,0.0670926517571885,1,21.0,4,1,0,-0.2772829929357828,-0.27822393,0.0,0.0,0.1812403382428115,0.19474599,-23.10422549201278,-22.522688,57.52396166134185,68.0,0.228,borrow
31,313,0.054313099041533544,1,17.0,4,1,0,-0.28741194900261985,-0.23998374,0.0,0.0,0.15498491265175718,0.14495823,-23.999420789137382,-24.842587,59.44408945686901,68.0,0.228,borrow
32,313,0.06389776357827476,1,20.0,4,1,0,-0.2766990822844409,-0.43402916,0.0,0.0,0.17180838664536743,0.1757722,-23.240511638977637,-22.769655,64.33865814696486,74.0,0.228,borrow
33,313,0.07028753993610223,1,22.0,4,1,0,-0.2726070920723962,-0.38750196,0.0,0.0,0.1894123776677316,0.17180334,-22.686894226837058,-22.433014,63.99041533546326,75.0,0.228,borrow
34,313,0.06389776357827476,1,20.0,4,1,0,-0.2738033563482428,-0.42694288,0.0,0.0,0.17031930076677315,0.16373327,-23.373370348242812,-22.89452,61.00319488817891,71.0,0.228,borrow
35,313,0.07028753993610223,1,22.0,4,1,0,-0.2681086461444729,-0.33682138,0.0,0.0,0.1911105152715655,0.18448408,-22.679981361022367,-22.809849,64.9297124600639,76.0,0.228,borrow
36,313,0.06389776357827476,1,20.0,4,1,0,-0.28026186334280195,-0.19459601,0.0,0.0,0.17259148185303516,0.16999353,-23.48149503833866,-23.234827,54.22364217252396,64.0,0.228,borrow
37,313,0.06389776357827476,1,20.0,4,1,0,-0.2794558248678594,-0.11048368,0.0,0.0,0.1732833391054313,0.1420888,-23.210445891373805,-24.143665,61.498402555910545,71.0,0.228,borrow
38,313,0.0670926517571885,1,21.0,4,1,0,-0.27590352969373805,-0.40046784,0.0,0.0,0.18443059696485622,0.19554456,-22.940747817891374,-22.293404,57.156549520766774,68.0,0.228,borrow
39,313,0.06070287539936102,1,19.0,4,1,0,-0.27908524697877957,-0.52581596,0.0,0.0,0.16395916271565494,0.15611072,-23.57441657188498,-23.586853,59.25239616613418,69.0,0.228,borrow
40,313,0.06389776357827476,1,20.0,4,1,0,-0.2746761874642173,-0.17166221,0.0,0.0,0.17709996146964854,0.18625237,-23.18917736421725,-22.92756,59.88178913738019,70.0,0.228,borrow
