condition,horizon_label,alpha,c_upd,seed,update,update_u,update_counter,opt_step,energy_E_pre,energy_E_post,funding_z,funding_g,funding_income,episode_return_end_mean,episode_len_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,terminal_done_count_end,vartd_VarTD,actor_loss,critic_loss,entropy,total_loss,ratio0
fragile_full,full,0.0,0.58,61,0,1.0,1,16,1.0,0.42000002,1.0531325,0.088484555,0.0,-28.156685,26.0,2.316938,0.77231264,0.21,0.0,100,0.17351463,-0.0005485196,57.649906,1.6093323,28.808311,1.0
fragile_full,full,0.0,0.58,61,1,0.0,1,16,0.42000002,0.42000002,1.0742214,0.0842905,0.0,-28.02738,26.000002,2.3633342,0.7877781,0.136,0.0,125,0.15856403,,,,,
fragile_full,full,0.0,0.58,61,2,0.0,1,16,0.42000002,0.42000002,1.0468813,0.0897674,0.0,-27.13613,26.000002,2.303185,0.7677283,0.136,0.008,125,0.15781063,,,,,
fragile_full,full,0.0,0.58,61,3,0.0,1,16,0.42000002,0.42000002,1.025718,0.09425013,0.0,-27.112585,26.000002,2.2566247,0.75220823,0.17600001,0.0,125,0.14724208,,,,,
fragile_full,full,0.0,0.58,61,4,0.0,1,16,0.42000002,0.42000002,0.99192125,0.101877615,0.0,-26.096304,26.000002,2.1822703,0.7274234,0.18400002,0.0,125,0.14996448,,,,,
fragile_full,full,0.0,0.58,61,5,0.0,1,16,0.42000002,0.42000002,0.9966712,0.10076943,0.0,-26.29197,26.000002,2.1927204,0.73090684,0.15200001,0.0,125,0.12911189,,,,,
fragile_full,full,0.0,0.58,61,6,0.0,1,16,0.42000002,0.42000002,1.0348079,0.09229795,0.0,-27.945965,26.000002,2.276623,0.75887436,0.08800001,0.0,125,0.16291615,,,,,
fragile_full,full,0.0,0.58,61,7,0.0,1,16,0.42000002,0.42000002,1.0534719,0.08841543,0.0,-27.527514,26.000002,2.3176844,0.7725615,0.128,0.0,125,0.15515174,,,,,
fragile_full,full,0.0,0.58,61,8,0.0,1,16,0.42000002,0.42000002,1.0235428,0.09472339,0.0,-27.467962,26.000002,2.2518392,0.7506131,0.15200001,0.0,125,0.15141764,,,,,
fragile_full,full,0.0,0.58,61,9,0.0,1,16,0.42000002,0.42000002,1.0494571,0.08923657,0.0,-27.343975,26.000002,2.3088517,0.76961726,0.120000005,0.0,125,0.13061705,,,,,
fragile_full,full,0.0,0.58,61,10,0.0,1,16,0.42000002,0.42000002,1.0271323,0.09394372,0.0,-26.791761,26.000002,2.259736,0.75324535,0.15200001,0.0,125,0.14515467,,,,,
fragile_full,full,0.0,0.58,61,11,0.0,1,16,0.42000002,0.42000002,1.0230007,0.09484169,0.0,-27.446629,26.000002,2.2506466,0.75021553,0.16000001,0.0,125,0.15865488,,,,,
fragile_full,full,0.0,0.58,61,12,0.0,1,16,0.42000002,0.42000002,1.0714097,0.08483798,0.0,-29.099356,26.000002,2.3571484,0.7857162,0.128,0.0,125,0.19283997,,,,,
fragile_full,full,0.0,0.58,61,13,0.0,1,16,0.42000002,0.42000002,0.9538788,0.11120418,0.0,-26.393145,26.0,2.0985754,0.6995251,0.13,0.0,100,0.1415666,,,,,
fragile_full,full,0.0,0.58,61,14,0.0,1,16,0.42000002,0.42000002,1.0883161,0.08159882,0.0,-27.444967,26.000002,2.3943431,0.7981144,0.096,0.0,125,0.15852216,,,,,
fragile_full,full,0.0,0.58,61,15,0.0,1,16,0.42000002,0.42000002,1.0218943,0.0950836,0.0,-26.638332,26.000002,2.2482123,0.74940413,0.15200001,0.0,125,0.143849,,,,,
fragile_full,full,0.0,0.58,61,16,0.0,1,16,0.42000002,0.42000002,1.0399045,0.09122115,0.0,-26.96841,26.000002,2.2878356,0.76261187,0.096,0.0,125,0.12863058,,,,,
fragile_full,full,0.0,0.58,61,17,0.0,1,16,0.42000002,0.42000002,1.0075549,0.09827547,0.0,-26.637451,26.000002,2.216665,0.7388884,0.15200001,0.0,125,0.15182671,,,,,
fragile_full,full,0.0,0.58,61,18,0.0,1,16,0.42000002,0.42000002,1.0653657,0.0860269,0.0,-27.303957,26.000002,2.3438513,0.7812838,0.120000005,0.0,125,0.15590397,,,,,
fragile_full,full,0.0,0.58,61,19,0.0,1,16,0.42000002,0.42000002,1.0321612,0.09286215,0.0,-27.42698,26.000002,2.2708,0.7569334,0.16000001,0.0,125,0.15862921,,,,,
fragile_full,full,0.0,0.58,61,20,0.0,1,16,0.42000002,0.42000002,1.0426437,0.09064759,0.0,-27.31966,26.000002,2.2938619,0.76462066,0.112,0.0,125,0.1419377,,,,,
fragile_full,full,0.0,0.58,61,21,0.0,1,16,0.42000002,0.42000002,1.0657414,0.085952505,0.0,-28.250973,26.000002,2.344678,0.78155935,0.136,0.0,125,0.15571791,,,,,
fragile_full,full,0.0,0.58,61,22,0.0,1,16,0.42000002,0.42000002,1.0330892,0.092663944,0.0,-26.69463,26.000002,2.2728415,0.75761384,0.18400002,0.0,125,0.16771261,,,,,
fragile_full,full,0.0,0.58,61,23,0.0,1,16,0.42000002,0.42000002,1.0264555,0.09409021,0.0,-27.37086,26.000002,2.2582471,0.7527491,0.15200001,0.0,125,0.15550736,,,,,
