alpha,family,mechanism,mechanism_tag,c_upd,z_cut,depr_lambda,depr_nu,depr_psi,seed,runtime_sec,support_mode,support_total,borrow_limit,borrow_interest,eval_done_count,eval_return_end_mean,eval_len_end_mean,eval_CSR_post,eval_dbar_post_mean,eval_occupied_post_mean,eval_episodes_per_env,eval_t_eval,mean_update_fraction,final_update_counter,final_energy_E_post,final_depr_F_post,final_vartd_VarTD,total_support_s,total_debt_charge,max_debt_level_post
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,30,22.311648363014683,none,0.0,0.6,0.01,100.0,-23.561986923217773,26.0,0.0,0.5491735935211182,0.2800000011920929,4.0,104.0,0.002400000113993883,3.0,-0.6000000238418579,0.0,0.18627962470054626,0.0,6.857354164123535,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,31,10.539760361076333,none,0.0,0.6,0.01,100.0,-24.77642250061035,26.0,0.009999999776482582,0.5421769618988037,0.4099999964237213,4.0,104.0,0.002400000113993883,3.0,-0.6000000238418579,0.0,0.12007502466440201,0.0,6.881777763366699,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,32,10.563966688001528,none,0.0,0.6,0.01,100.0,-24.32573890686035,26.0,0.009999999776482582,0.5081009864807129,0.44999998807907104,4.0,104.0,0.002400000113993883,3.0,-0.5989511609077454,0.0,0.12761428952217102,0.0,7.095353603363037,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,33,10.566997921909206,none,0.0,0.6,0.01,100.0,-24.369123458862305,26.0,0.009999999776482582,0.4985765814781189,0.3400000035762787,4.0,104.0,0.007199999876320362,9.0,-0.15030983090400696,0.0,0.13007009029388428,0.0,4.716055870056152,0.5996313691139221
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,34,10.55041944293771,none,0.0,0.6,0.01,100.0,-24.255590438842773,26.0,0.0,0.544815719127655,0.3799999952316284,4.0,104.0,0.002400000113993883,3.0,-0.5950324535369873,0.0,0.11750936508178711,0.0,7.075909614562988,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,35,10.560338236973621,none,0.0,0.6,0.01,100.0,-23.813398361206055,26.0,0.0,0.5258181691169739,0.3400000035762787,4.0,104.0,0.002400000113993883,3.0,-0.5994896292686462,0.0,0.1382397562265396,0.0,7.022609710693359,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,36,10.547102926997468,none,0.0,0.6,0.01,100.0,-24.77195930480957,26.0,0.009999999776482582,0.6172674298286438,0.2199999988079071,4.0,104.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,0.17725719511508942,0.0,6.394497871398926,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,37,10.555029077106155,none,0.0,0.6,0.01,100.0,-25.156539916992188,26.0,0.0,0.5441056489944458,0.4099999964237213,4.0,104.0,0.002400000113993883,3.0,-0.5996695160865784,0.0,0.19205845892429352,0.0,7.045958518981934,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,38,10.529073523939587,none,0.0,0.6,0.01,100.0,-22.34294891357422,26.0,0.0,0.5519514083862305,0.22999998927116394,4.0,104.0,0.0015999999595806003,2.0,-0.6000000238418579,0.0,0.2186214178800583,0.0,6.748081207275391,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,39,10.554960621986538,none,0.0,0.6,0.01,100.0,-22.896047592163086,26.0,0.0,0.5544615983963013,0.3199999928474426,4.0,104.0,0.002400000113993883,3.0,-0.6000000238418579,0.0,0.13874459266662598,0.0,7.046538829803467,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,40,10.560206593945622,none,0.0,0.6,0.01,100.0,-23.89204216003418,26.0,0.0,0.5611236691474915,0.23999999463558197,4.0,104.0,0.002400000113993883,3.0,-0.6000000238418579,0.0,0.1674703061580658,0.0,6.927901268005371,0.6000000238418579
0.063,borrow,hardzero_only,hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.58,1.0,0.0,0.5,0.0,41,10.53575720405206,none,0.0,0.6,0.01,100.0,-24.308212280273438,26.0,0.0,0.5565433502197266,0.20999999344348907,4.0,104.0,0.002400000113993883,3.0,-0.5999667644500732,0.0,0.15419304370880127,0.0,6.82501220703125,0.6000000238418579
