mechanism_tag,alpha,family,seed,update,update_u,update_counter,energy_E_pre,energy_E_post,energy_E_raw,funding_z,funding_g,funding_g_raw,funding_cut_active,funding_income,funding_alpha_eff,support_s,debt_charge,debt_level_pre,debt_level_post,episode_return_end_mean,terminal_min_dists_end_mean,terminal_dbar_end,terminal_occupied_end_mean,terminal_CSR_train,vartd_VarTD,depr_F,depr_F_post
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,0,1.0,1,1.0,0.42000002,0.42000002,1.0820855,0.0,0.082777925,0.0,0.0,0.204,0.0,0.0,0.0,0.0,-27.605452,2.3806355,0.7935452,0.11,0.0,0.15982054,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,1,1.0,2,0.42000002,-0.15999997,-0.15999997,1.0275104,0.0,0.09386196,0.0,0.0,0.204,0.0,0.0,0.0,0.15999997,-27.512161,2.260568,0.75352263,0.17600001,0.0,0.16420598,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,2,0.0,2,-0.15999997,-0.13924438,-0.13924438,0.99249506,0.1017431,0.1017431,1.0,0.020755593,0.204,0.0,0.0,0.15999997,0.13924438,-26.5857,2.1835327,0.72784424,0.18400002,0.0,0.1445596,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,3,0.0,2,-0.13924438,-0.13924438,-0.13924438,1.0007175,0.0,0.09983491,0.0,0.0,0.204,0.0,0.0,0.13924438,0.13924438,-26.678282,2.2016225,0.7338742,0.18400002,0.0,0.16082716,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,4,0.0,2,-0.13924438,-0.13924438,-0.13924438,1.063551,0.0,0.08638712,0.0,0.0,0.204,0.0,0.0,0.13924438,0.13924438,-27.095211,2.3398588,0.77995294,0.120000005,0.0,0.1572162,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,5,0.0,2,-0.13924438,-0.13924438,-0.13924438,1.0934236,0.0,0.08064481,0.0,0.0,0.204,0.0,0.0,0.13924438,0.13924438,-28.37654,2.40558,0.80186003,0.104,0.0,0.17999929,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,6,0.0,2,-0.13924438,-0.13924438,-0.13924438,1.0455524,0.0,0.09004252,0.0,0.0,0.204,0.0,0.0,0.13924438,0.13924438,-27.314959,2.300261,0.7667537,0.120000005,0.0,0.15058407,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,7,0.0,2,-0.13924438,-0.13924438,-0.13924438,1.0758283,0.0,0.0839792,0.0,0.0,0.204,0.0,0.0,0.13924438,0.13924438,-27.36005,2.3668694,0.7889565,0.112,0.0,0.13637327,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,8,0.0,2,-0.13924438,-0.11841809,-0.11841809,0.9910183,0.10208964,0.10208964,1.0,0.020826288,0.204,0.0,0.0,0.13924438,0.11841809,-26.876574,2.1802838,0.7267613,0.216,0.0,0.14876264,0.0,0.0
hardzero_only__c0p58__z1p00__lam0p000__nu0p50__psi0p00,0.204,borrow,38,9,0.0,2,-0.11841809,-0.11841809,-0.11841809,1.0052804,0.0,0.098791495,0.0,0.0,0.204,0.0,0.0,0.11841809,0.11841809,-26.771809,2.2116609,0.7372203,0.16000001,0.0,0.14985868,0.0,0.0
